source,date,value
GISTEMP,1907-12-15,-.46
GISTEMP,1908-01-15,-0.44
GCAG,1908-01-15,-0.38
GCAG,1908-02-15,-0.36
GISTEMP,1908-02-15,-0.32
GISTEMP,1908-03-15,-0.55
GCAG,1908-03-15,-0.58
GCAG,1908-04-15,-0.45
GISTEMP,1908-04-15,-0.44
GCAG,1908-05-15,-0.38
GISTEMP,1908-05-15,-0.37
GISTEMP,1908-06-15,-.38
GCAG,1908-06-15,-0.38
GCAG,1908-07-15,-0.37
GISTEMP,1908-07-15,-.35
GISTEMP,1908-08-15,-.46
GCAG,1908-08-15,-0.45
GCAG,1908-09-15,-0.37
GISTEMP,1908-09-15,-.35
GISTEMP,1908-10-15,-.44
GCAG,1908-10-15,-0.5
GISTEMP,1908-11-15,-.51
GCAG,1908-11-15,-0.5
GCAG,1908-12-15,-0.42
GISTEMP,1908-12-15,-.48
GISTEMP,1909-01-15,-0.72
GCAG,1909-01-15,-0.58
GISTEMP,1909-02-15,-0.46
GCAG,1909-02-15,-0.46
GCAG,1909-03-15,-0.5
GISTEMP,1909-03-15,-0.54
GCAG,1909-04-15,-0.61
GISTEMP,1909-04-15,-0.59
GCAG,1909-05-15,-0.49
GISTEMP,1909-05-15,-0.54
GCAG,1909-06-15,-0.46
GISTEMP,1909-06-15,-.52
GCAG,1909-07-15,-0.46
GISTEMP,1909-07-15,-.45
GISTEMP,1909-08-15,-.33
GCAG,1909-08-15,-0.33
GCAG,1909-09-15,-0.34
GISTEMP,1909-09-15,-.38
GCAG,1909-10-15,-0.36
GISTEMP,1909-10-15,-.39
GCAG,1909-11-15,-0.28
GISTEMP,1909-11-15,-.31
GISTEMP,1909-12-15,-.56
GCAG,1909-12-15,-0.42
GCAG,1910-01-15,-0.36
GISTEMP,1910-01-15,-0.41
GISTEMP,1910-02-15,-0.41
GCAG,1910-02-15,-0.41
GISTEMP,1910-03-15,-0.5
GCAG,1910-03-15,-0.51
GISTEMP,1910-04-15,-0.42
GCAG,1910-04-15,-0.38
GISTEMP,1910-05-15,-0.34
GCAG,1910-05-15,-0.31
GISTEMP,1910-06-15,-.39
GCAG,1910-06-15,-0.34
GISTEMP,1910-07-15,-.34
GCAG,1910-07-15,-0.31
GCAG,1910-08-15,-0.35
GISTEMP,1910-08-15,-.36
GCAG,1910-09-15,-0.37
GISTEMP,1910-09-15,-.39
GISTEMP,1910-10-15,-.40
GCAG,1910-10-15,-0.43
GCAG,1910-11-15,-0.49
GISTEMP,1910-11-15,-.55
GISTEMP,1910-12-15,-.67
GCAG,1910-12-15,-0.58
GISTEMP,1911-01-15,-0.62
GCAG,1911-01-15,-0.55
GISTEMP,1911-02-15,-0.58
GCAG,1911-02-15,-0.57
GCAG,1911-03-15,-0.6
GISTEMP,1911-03-15,-0.61
GCAG,1911-04-15,-0.54
GISTEMP,1911-04-15,-0.53
GCAG,1911-05-15,-0.53
GISTEMP,1911-05-15,-0.52
GISTEMP,1911-06-15,-.50
GCAG,1911-06-15,-0.48
GISTEMP,1911-07-15,-.41
GCAG,1911-07-15,-0.47
GCAG,1911-08-15,-0.44
GISTEMP,1911-08-15,-.44
GCAG,1911-09-15,-0.4
GISTEMP,1911-09-15,-.41
GCAG,1911-10-15,-0.32
GISTEMP,1911-10-15,-.27
GCAG,1911-11-15,-0.25
GISTEMP,1911-11-15,-.21
GISTEMP,1911-12-15,-.21
GCAG,1911-12-15,-0.21
GISTEMP,1912-01-15,-0.26
GCAG,1912-01-15,-0.27
GCAG,1912-02-15,-0.13
GISTEMP,1912-02-15,-0.15
GISTEMP,1912-03-15,-0.38
GCAG,1912-03-15,-0.32
GISTEMP,1912-04-15,-0.18
GCAG,1912-04-15,-0.2
GISTEMP,1912-05-15,-0.2
GCAG,1912-05-15,-0.2
GCAG,1912-06-15,-0.22
GISTEMP,1912-06-15,-.24
GISTEMP,1912-07-15,-.42
GCAG,1912-07-15,-0.35
GCAG,1912-08-15,-0.46
GISTEMP,1912-08-15,-.54
GISTEMP,1912-09-15,-.59
GCAG,1912-09-15,-0.53
GCAG,1912-10-15,-0.54
GISTEMP,1912-10-15,-.57
GISTEMP,1912-11-15,-.39
GCAG,1912-11-15,-0.42
GISTEMP,1912-12-15,-.43
GCAG,1912-12-15,-0.4
GISTEMP,1913-01-15,-0.4
GCAG,1913-01-15,-0.35
GISTEMP,1913-02-15,-0.46
GCAG,1913-02-15,-0.41
GISTEMP,1913-03-15,-0.43
GCAG,1913-03-15,-0.46
GISTEMP,1913-04-15,-0.4
GCAG,1913-04-15,-0.38
GCAG,1913-05-15,-0.4
GISTEMP,1913-05-15,-0.43
GISTEMP,1913-06-15,-.45
GCAG,1913-06-15,-0.38
GCAG,1913-07-15,-0.31
GISTEMP,1913-07-15,-.36
GCAG,1913-08-15,-0.29
GISTEMP,1913-08-15,-.33
GCAG,1913-09-15,-0.34
GISTEMP,1913-09-15,-.35
GCAG,1913-10-15,-0.31
GISTEMP,1913-10-15,-.32
GISTEMP,1913-11-15,-.20
GCAG,1913-11-15,-0.16
GISTEMP,1913-12-15,-.03
GCAG,1913-12-15,-0.04
GCAG,1914-01-15,0.11
GISTEMP,1914-01-15,0.04
GISTEMP,1914-02-15,-0.1
GCAG,1914-02-15,-0.11
GISTEMP,1914-03-15,-0.24
GCAG,1914-03-15,-0.18
GCAG,1914-04-15,-0.25
GISTEMP,1914-04-15,-0.3
GISTEMP,1914-05-15,-0.21
GCAG,1914-05-15,-0.15
GCAG,1914-06-15,-0.19
GISTEMP,1914-06-15,-.26
GISTEMP,1914-07-15,-.24
GCAG,1914-07-15,-0.22
GISTEMP,1914-08-15,-.16
GCAG,1914-08-15,-0.2
GCAG,1914-09-15,-0.21
GISTEMP,1914-09-15,-.17
GCAG,1914-10-15,-0.1
GISTEMP,1914-10-15,-.03
GISTEMP,1914-11-15,-.15
GCAG,1914-11-15,-0.09
GCAG,1914-12-15,-0.09
GISTEMP,1914-12-15,-.04
GCAG,1915-01-15,-0.15
GISTEMP,1915-01-15,-0.2
GISTEMP,1915-02-15,-0.04
GCAG,1915-02-15,0.0
GCAG,1915-03-15,-0.08
GISTEMP,1915-03-15,-0.1
GISTEMP,1915-04-15,0.06
GCAG,1915-04-15,0.04
GISTEMP,1915-05-15,-0.06
GCAG,1915-05-15,-0.06
GCAG,1915-06-15,-0.14
GISTEMP,1915-06-15,-.22
GCAG,1915-07-15,-0.07
GISTEMP,1915-07-15,-.12
GCAG,1915-08-15,-0.12
GISTEMP,1915-08-15,-.22
GISTEMP,1915-09-15,-.21
GCAG,1915-09-15,-0.17
GISTEMP,1915-10-15,-.24
GCAG,1915-10-15,-0.23
GISTEMP,1915-11-15,-.12
GCAG,1915-11-15,-0.03
GISTEMP,1915-12-15,-.22
GCAG,1915-12-15,-0.12
GISTEMP,1916-01-15,-0.12
GCAG,1916-01-15,-0.13
GISTEMP,1916-02-15,-0.14
GCAG,1916-02-15,-0.17
GISTEMP,1916-03-15,-0.28
GCAG,1916-03-15,-0.28
GISTEMP,1916-04-15,-0.3
GCAG,1916-04-15,-0.26
GCAG,1916-05-15,-0.32
GISTEMP,1916-05-15,-0.34
GISTEMP,1916-06-15,-.49
GCAG,1916-06-15,-0.4
GISTEMP,1916-07-15,-.37
GCAG,1916-07-15,-0.33
GCAG,1916-08-15,-0.32
GISTEMP,1916-08-15,-.28
GCAG,1916-09-15,-0.33
GISTEMP,1916-09-15,-.36
GISTEMP,1916-10-15,-.33
GCAG,1916-10-15,-0.28
GISTEMP,1916-11-15,-.46
GCAG,1916-11-15,-0.44
GISTEMP,1916-12-15,-.81
GCAG,1916-12-15,-0.63
GISTEMP,1917-01-15,-0.57
GCAG,1917-01-15,-0.53
GISTEMP,1917-02-15,-0.63
GCAG,1917-02-15,-0.58
GCAG,1917-03-15,-0.63
GISTEMP,1917-03-15,-0.63
GCAG,1917-04-15,-0.47
GISTEMP,1917-04-15,-0.54
GISTEMP,1917-05-15,-0.54
GCAG,1917-05-15,-0.57
GISTEMP,1917-06-15,-.43
GCAG,1917-06-15,-0.4
GCAG,1917-07-15,-0.2
GISTEMP,1917-07-15,-.25
GCAG,1917-08-15,-0.17
GISTEMP,1917-08-15,-.22
GISTEMP,1917-09-15,-.23
GCAG,1917-09-15,-0.11
GISTEMP,1917-10-15,-.44
GCAG,1917-10-15,-0.33
GISTEMP,1917-11-15,-.33
GCAG,1917-11-15,-0.22
GISTEMP,1917-12-15,-.67
GCAG,1917-12-15,-0.55
GISTEMP,1918-01-15,-0.48
GCAG,1918-01-15,-0.33
GISTEMP,1918-02-15,-0.34
GCAG,1918-02-15,-0.38
GISTEMP,1918-03-15,-0.25
GCAG,1918-03-15,-0.31
GISTEMP,1918-04-15,-0.44
GCAG,1918-04-15,-0.44
GISTEMP,1918-05-15,-0.42
GCAG,1918-05-15,-0.46
GISTEMP,1918-06-15,-.36
GCAG,1918-06-15,-0.35
GISTEMP,1918-07-15,-.31
GCAG,1918-07-15,-0.3
GISTEMP,1918-08-15,-.31
GCAG,1918-08-15,-0.31
GISTEMP,1918-09-15,-.17
GCAG,1918-09-15,-0.2
GCAG,1918-10-15,-0.12
GISTEMP,1918-10-15,-.06
GCAG,1918-11-15,-0.12
GISTEMP,1918-11-15,-.12
GISTEMP,1918-12-15,-.30
GCAG,1918-12-15,-0.35
GCAG,1919-01-15,-0.24
GISTEMP,1919-01-15,-0.2
GCAG,1919-02-15,-0.12
GISTEMP,1919-02-15,-0.24
GCAG,1919-03-15,-0.23
GISTEMP,1919-03-15,-0.21
GISTEMP,1919-04-15,-0.12
GCAG,1919-04-15,-0.06
GISTEMP,1919-05-15,-0.27
GCAG,1919-05-15,-0.25
GISTEMP,1919-06-15,-.36
GCAG,1919-06-15,-0.28
GCAG,1919-07-15,-0.25
GISTEMP,1919-07-15,-.29
GISTEMP,1919-08-15,-.32
GCAG,1919-08-15,-0.3
GISTEMP,1919-09-15,-.25
GCAG,1919-09-15,-0.24
GISTEMP,1919-10-15,-.20
GCAG,1919-10-15,-0.24
GISTEMP,1919-11-15,-.40
GCAG,1919-11-15,-0.4
GISTEMP,1919-12-15,-.41
GCAG,1919-12-15,-0.41
GISTEMP,1920-01-15,-0.24
GCAG,1920-01-15,-0.2
GCAG,1920-02-15,-0.32
GISTEMP,1920-02-15,-0.26
GISTEMP,1920-03-15,-0.12
GCAG,1920-03-15,-0.09
GCAG,1920-04-15,-0.19
GISTEMP,1920-04-15,-0.24
GCAG,1920-05-15,-0.17
GISTEMP,1920-05-15,-0.27
GISTEMP,1920-06-15,-.36
GCAG,1920-06-15,-0.26
GCAG,1920-07-15,-0.24
GISTEMP,1920-07-15,-.30
GCAG,1920-08-15,-0.24
GISTEMP,1920-08-15,-.26
GCAG,1920-09-15,-0.18
GISTEMP,1920-09-15,-.21
GISTEMP,1920-10-15,-.26
GCAG,1920-10-15,-0.23
GISTEMP,1920-11-15,-.26
GCAG,1920-11-15,-0.23
GISTEMP,1920-12-15,-.46
GCAG,1920-12-15,-0.43
GCAG,1921-01-15,-0.08
GISTEMP,1921-01-15,-0.04
GISTEMP,1921-02-15,-0.17
GCAG,1921-02-15,-0.18
GCAG,1921-03-15,-0.26
GISTEMP,1921-03-15,-0.22
GISTEMP,1921-04-15,-0.29
GCAG,1921-04-15,-0.21
GCAG,1921-05-15,-0.23
GISTEMP,1921-05-15,-0.29
GISTEMP,1921-06-15,-.26
GCAG,1921-06-15,-0.17
GISTEMP,1921-07-15,-.13
GCAG,1921-07-15,-0.13
GCAG,1921-08-15,-0.22
GISTEMP,1921-08-15,-.25
GCAG,1921-09-15,-0.14
GISTEMP,1921-09-15,-.18
GISTEMP,1921-10-15,-.03
GCAG,1921-10-15,-0.06
GCAG,1921-11-15,-0.17
GISTEMP,1921-11-15,-.13
GISTEMP,1921-12-15,-.17
GCAG,1921-12-15,-0.1
GCAG,1922-01-15,-0.31
GISTEMP,1922-01-15,-0.33
GCAG,1922-02-15,-0.32
GISTEMP,1922-02-15,-0.44
GISTEMP,1922-03-15,-0.15
GCAG,1922-03-15,-0.11
GISTEMP,1922-04-15,-0.23
GCAG,1922-04-15,-0.16
GISTEMP,1922-05-15,-0.33
GCAG,1922-05-15,-0.31
GISTEMP,1922-06-15,-.32
GCAG,1922-06-15,-0.27
GCAG,1922-07-15,-0.25
GISTEMP,1922-07-15,-.27
GCAG,1922-08-15,-0.3
GISTEMP,1922-08-15,-.33
GISTEMP,1922-09-15,-.36
GCAG,1922-09-15,-0.32
GCAG,1922-10-15,-0.28
GISTEMP,1922-10-15,-.32
GCAG,1922-11-15,-0.16
GISTEMP,1922-11-15,-.15
GCAG,1922-12-15,-0.2
GISTEMP,1922-12-15,-.19
GISTEMP,1923-01-15,-0.27
GCAG,1923-01-15,-0.24
GISTEMP,1923-02-15,-0.39
GCAG,1923-02-15,-0.42
GISTEMP,1923-03-15,-0.34
GCAG,1923-03-15,-0.33
GISTEMP,1923-04-15,-0.41
GCAG,1923-04-15,-0.39
GISTEMP,1923-05-15,-0.34
GCAG,1923-05-15,-0.28
GISTEMP,1923-06-15,-.30
GCAG,1923-06-15,-0.24
GISTEMP,1923-07-15,-.31
GCAG,1923-07-15,-0.3
GISTEMP,1923-08-15,-.33
GCAG,1923-08-15,-0.33
GISTEMP,1923-09-15,-.31
GCAG,1923-09-15,-0.29
GISTEMP,1923-10-15,-.13
GCAG,1923-10-15,-0.19
GCAG,1923-11-15,-0.02
GISTEMP,1923-11-15,-.02
GISTEMP,1923-12-15,-.04
GCAG,1923-12-15,-0.01
GCAG,1924-01-15,-0.22
GISTEMP,1924-01-15,-0.23
GISTEMP,1924-02-15,-0.24
GCAG,1924-02-15,-0.19
GISTEMP,1924-03-15,-0.08
GCAG,1924-03-15,-0.09
GISTEMP,1924-04-15,-0.31
GCAG,1924-04-15,-0.23
GCAG,1924-05-15,-0.15
GISTEMP,1924-05-15,-0.18
GISTEMP,1924-06-15,-.26
GCAG,1924-06-15,-0.2
GISTEMP,1924-07-15,-.29
GCAG,1924-07-15,-0.23
GISTEMP,1924-08-15,-.36
GCAG,1924-08-15,-0.31
GISTEMP,1924-09-15,-.32
GCAG,1924-09-15,-0.29
GISTEMP,1924-10-15,-.36
GCAG,1924-10-15,-0.31
GISTEMP,1924-11-15,-.21
GCAG,1924-11-15,-0.29
GISTEMP,1924-12-15,-.43
GCAG,1924-12-15,-0.41
GISTEMP,1925-01-15,-0.38
GCAG,1925-01-15,-0.4
GCAG,1925-02-15,-0.39
GISTEMP,1925-02-15,-0.4
GCAG,1925-03-15,-0.24
GISTEMP,1925-03-15,-0.28
GISTEMP,1925-04-15,-0.25
GCAG,1925-04-15,-0.18
GCAG,1925-05-15,-0.21
GISTEMP,1925-05-15,-0.29
GISTEMP,1925-06-15,-.32
GCAG,1925-06-15,-0.23
GISTEMP,1925-07-15,-.26
GCAG,1925-07-15,-0.21
GISTEMP,1925-08-15,-.20
GCAG,1925-08-15,-0.15
GCAG,1925-09-15,-0.13
GISTEMP,1925-09-15,-.20
GCAG,1925-10-15,-0.16
GISTEMP,1925-10-15,-.17
GCAG,1925-11-15,0.05
GISTEMP,1925-11-15,.05
GCAG,1925-12-15,0.12
GISTEMP,1925-12-15,.06
GCAG,1926-01-15,0.13
GISTEMP,1926-01-15,0.21
GCAG,1926-02-15,0.04
GISTEMP,1926-02-15,0.03
GCAG,1926-03-15,0.06
GISTEMP,1926-03-15,0.11
GISTEMP,1926-04-15,-0.12
GCAG,1926-04-15,-0.13
GCAG,1926-05-15,-0.12
GISTEMP,1926-05-15,-0.23
GISTEMP,1926-06-15,-.25
GCAG,1926-06-15,-0.1
GCAG,1926-07-15,-0.19
GISTEMP,1926-07-15,-.27
GISTEMP,1926-08-15,-.13
GCAG,1926-08-15,-0.1
GISTEMP,1926-09-15,-.14
GCAG,1926-09-15,-0.11
GCAG,1926-10-15,-0.07
GISTEMP,1926-10-15,-.11
GCAG,1926-11-15,-0.07
GISTEMP,1926-11-15,-.06
GISTEMP,1926-12-15,-.29
GCAG,1926-12-15,-0.21
GCAG,1927-01-15,-0.23
GISTEMP,1927-01-15,-0.27
GCAG,1927-02-15,-0.19
GISTEMP,1927-02-15,-0.18
GCAG,1927-03-15,-0.3
GISTEMP,1927-03-15,-0.38
GISTEMP,1927-04-15,-0.3
GCAG,1927-04-15,-0.25
GISTEMP,1927-05-15,-0.25
GCAG,1927-05-15,-0.22
GCAG,1927-06-15,-0.19
GISTEMP,1927-06-15,-.27
GCAG,1927-07-15,-0.13
GISTEMP,1927-07-15,-.18
GISTEMP,1927-08-15,-.24
GCAG,1927-08-15,-0.15
GCAG,1927-09-15,-0.07
GISTEMP,1927-09-15,-.13
GCAG,1927-10-15,0.01
GISTEMP,1927-10-15,-.01
GISTEMP,1927-11-15,-.05
GCAG,1927-11-15,-0.04
GCAG,1927-12-15,-0.28
GISTEMP,1927-12-15,-.33
GCAG,1928-01-15,-0.08
GISTEMP,1928-01-15,-0.02
GCAG,1928-02-15,-0.16
GISTEMP,1928-02-15,-0.09
GCAG,1928-03-15,-0.26
GISTEMP,1928-03-15,-0.25
GISTEMP,1928-04-15,-0.28
GCAG,1928-04-15,-0.24
GCAG,1928-05-15,-0.2
GISTEMP,1928-05-15,-0.3
GISTEMP,1928-06-15,-.38
GCAG,1928-06-15,-0.27
GCAG,1928-07-15,-0.16
GISTEMP,1928-07-15,-.19
GISTEMP,1928-08-15,-.22
GCAG,1928-08-15,-0.2
GCAG,1928-09-15,-0.17
GISTEMP,1928-09-15,-.21
GISTEMP,1928-10-15,-.19
GCAG,1928-10-15,-0.16
GISTEMP,1928-11-15,-.09
GCAG,1928-11-15,-0.09
GISTEMP,1928-12-15,-.16
GCAG,1928-12-15,-0.17
GISTEMP,1929-01-15,-0.45
GCAG,1929-01-15,-0.48
GISTEMP,1929-02-15,-0.58
GCAG,1929-02-15,-0.57
GISTEMP,1929-03-15,-0.32
GCAG,1929-03-15,-0.3
GCAG,1929-04-15,-0.33
GISTEMP,1929-04-15,-0.41
GCAG,1929-05-15,-0.32
GISTEMP,1929-05-15,-0.38
GISTEMP,1929-06-15,-.44
GCAG,1929-06-15,-0.35
GISTEMP,1929-07-15,-.36
GCAG,1929-07-15,-0.33
GISTEMP,1929-08-15,-.32
GCAG,1929-08-15,-0.24
GISTEMP,1929-09-15,-.25
GCAG,1929-09-15,-0.22
GISTEMP,1929-10-15,-.14
GCAG,1929-10-15,-0.14
GISTEMP,1929-11-15,-.11
GCAG,1929-11-15,-0.11
GISTEMP,1929-12-15,-.54
GCAG,1929-12-15,-0.52
GCAG,1930-01-15,-0.34
GISTEMP,1930-01-15,-0.29
GISTEMP,1930-02-15,-0.27
GCAG,1930-02-15,-0.23
GCAG,1930-03-15,-0.08
GISTEMP,1930-03-15,-0.11
GCAG,1930-04-15,-0.21
GISTEMP,1930-04-15,-0.24
GCAG,1930-05-15,-0.18
GISTEMP,1930-05-15,-0.23
GCAG,1930-06-15,-0.13
GISTEMP,1930-06-15,-.22
GCAG,1930-07-15,-0.09
GISTEMP,1930-07-15,-.20
GCAG,1930-08-15,-0.09
GISTEMP,1930-08-15,-.15
GISTEMP,1930-09-15,-.15
GCAG,1930-09-15,-0.09
GISTEMP,1930-10-15,-.11
GCAG,1930-10-15,-0.02
GCAG,1930-11-15,0.16
GISTEMP,1930-11-15,.18
GISTEMP,1930-12-15,-.05
GCAG,1930-12-15,0.01
GISTEMP,1931-01-15,-0.1
GCAG,1931-01-15,-0.03
GISTEMP,1931-02-15,-0.21
GCAG,1931-02-15,-0.22
GISTEMP,1931-03-15,-0.1
GCAG,1931-03-15,-0.01
GISTEMP,1931-04-15,-0.23
GCAG,1931-04-15,-0.13
GCAG,1931-05-15,-0.14
GISTEMP,1931-05-15,-0.2
GISTEMP,1931-06-15,-.09
GCAG,1931-06-15,-0.02
GCAG,1931-07-15,-0.01
GISTEMP,1931-07-15,-.03
GISTEMP,1931-08-15,-.03
GCAG,1931-08-15,0.01
GISTEMP,1931-09-15,-.07
GCAG,1931-09-15,0.01
GISTEMP,1931-10-15,.05
GCAG,1931-10-15,0.04
GISTEMP,1931-11-15,-.06
GCAG,1931-11-15,-0.12
GCAG,1931-12-15,-0.08
GISTEMP,1931-12-15,-.05
GCAG,1932-01-15,0.15
GISTEMP,1932-01-15,0.16
GISTEMP,1932-02-15,-0.17
GCAG,1932-02-15,-0.17
GCAG,1932-03-15,-0.19
GISTEMP,1932-03-15,-0.17
GCAG,1932-04-15,-0.03
GISTEMP,1932-04-15,-0.05
GISTEMP,1932-05-15,-0.17
GCAG,1932-05-15,-0.16
GISTEMP,1932-06-15,-.29
GCAG,1932-06-15,-0.19
GISTEMP,1932-07-15,-.25
GCAG,1932-07-15,-0.15
GISTEMP,1932-08-15,-.22
GCAG,1932-08-15,-0.19
GCAG,1932-09-15,-0.08
GISTEMP,1932-09-15,-.10
GCAG,1932-10-15,-0.09
GISTEMP,1932-10-15,-.08
GISTEMP,1932-11-15,-.27
GCAG,1932-11-15,-0.21
GCAG,1932-12-15,-0.22
GISTEMP,1932-12-15,-.25
GCAG,1933-01-15,-0.28
GISTEMP,1933-01-15,-0.23
GCAG,1933-02-15,-0.32
GISTEMP,1933-02-15,-0.29
GCAG,1933-03-15,-0.28
GISTEMP,1933-03-15,-0.29
GCAG,1933-04-15,-0.21
GISTEMP,1933-04-15,-0.23
GCAG,1933-05-15,-0.23
GISTEMP,1933-05-15,-0.29
GCAG,1933-06-15,-0.26
GISTEMP,1933-06-15,-.34
GISTEMP,1933-07-15,-.21
GCAG,1933-07-15,-0.2
GISTEMP,1933-08-15,-.24
GCAG,1933-08-15,-0.21
GISTEMP,1933-09-15,-.29
GCAG,1933-09-15,-0.26
GCAG,1933-10-15,-0.2
GISTEMP,1933-10-15,-.25
GISTEMP,1933-11-15,-.30
GCAG,1933-11-15,-0.24
GCAG,1933-12-15,-0.4
GISTEMP,1933-12-15,-.44
GCAG,1934-01-15,-0.3
GISTEMP,1934-01-15,-0.2
GCAG,1934-02-15,-0.08
GISTEMP,1934-02-15,-0.02
GISTEMP,1934-03-15,-0.28
GCAG,1934-03-15,-0.32
GCAG,1934-04-15,-0.27
GISTEMP,1934-04-15,-0.3
GISTEMP,1934-05-15,-0.09
GCAG,1934-05-15,-0.06
GCAG,1934-06-15,-0.03
GISTEMP,1934-06-15,-.14
GISTEMP,1934-07-15,-.09
GCAG,1934-07-15,-0.07
GISTEMP,1934-08-15,-.11
GCAG,1934-08-15,-0.04
GISTEMP,1934-09-15,-.15
GCAG,1934-09-15,-0.12
GCAG,1934-10-15,-0.04
GISTEMP,1934-10-15,-.06
GCAG,1934-11-15,0.03
GISTEMP,1934-11-15,.04
GISTEMP,1934-12-15,-.02
GCAG,1934-12-15,-0.02
GISTEMP,1935-01-15,-0.33
GCAG,1935-01-15,-0.28
GISTEMP,1935-02-15,0.15
GCAG,1935-02-15,0.16
GCAG,1935-03-15,-0.16
GISTEMP,1935-03-15,-0.13
GCAG,1935-04-15,-0.29
GISTEMP,1935-04-15,-0.36
GISTEMP,1935-05-15,-0.28
GCAG,1935-05-15,-0.22
GISTEMP,1935-06-15,-.26
GCAG,1935-06-15,-0.19
GISTEMP,1935-07-15,-.21
GCAG,1935-07-15,-0.16
GISTEMP,1935-08-15,-.21
GCAG,1935-08-15,-0.15
GISTEMP,1935-09-15,-.21
GCAG,1935-09-15,-0.14
GISTEMP,1935-10-15,-.06
GCAG,1935-10-15,-0.03
GCAG,1935-11-15,-0.27
GISTEMP,1935-11-15,-.26
GCAG,1935-12-15,-0.15
